"MasterRecordID","RecordID","DirectoryNumber","PubDate","DisplayName","BusinessName","CorporateName","StreetNum","PreDir","StreetName","StreetSuffix","PostDir","UnitDesig","SecNumber","CityName","StateCode","ZIP","ZIP4","Phone","PhoneCode","MailSuppression","NoSolicitation","PhoneSuppression","MSA","WebAddress","AdultContentFlag","SecondaryPhoneNumber","SecondaryPhoneNumberCode","EmailAddress","AdType","AdSize","CreditCardsAccepted","FreeCode","HoursofOperation","Language","DiscountCode","DeliveryCode","YearStarted","YearsInBus","Directions","Slogans","Products","ProductsSynonyms","Brands","BrandsSynonyms","Trademark","Services","ServicesSynonyms","Models","ModelsSynonyms","Specialties","SpecialtiesSynonyms","ProgramsOffered","ProgramsOfferedSynonyms","ProductFeatures","ProductFeaturesSynonyms","ServiceFeatures","ServiceFeaturesSynonyms","LocationFeatures","LocationFeaturesSynonyms","GroupsServed","GroupsServedSynonyms","IndustryType","IndustryTypeSynonyms","SpecialConsiderations","SpecialConsiderationsSynonyms","SpecialHours","SpecialHoursSynonyms","OrderingMethods","OrderingMethodsSynonyms","ProfessionalsOnStaff","ProfessionalsOnStaffSynonyms","PaymentMode","PaymentModeSynonyms","Associations","AssociationsSynonyms","Certifications","CertificationsSynonyms","GeneralContent","GeneralContentSynonyms","BusinessLink","PrimaryBusinessClassificationFlag","SYPH1","SYPH2","SYPH3","SYPH4","SYPH5","SYPH6","SIC1","SIC2","SIC3","SIC4","SIC5","SIC6","NAICS1","NAICS2","NAICS3","NAICS4","NAICS5","NAICS6","BDC1","BDC2","BDC3","BDC4","BDC5","BDC6","Fax","AgeOfRecord","AddressPrivacyFlag","ServiceArea","ChainID","CBSA","ActualSalesAmount","MailingAddress","MailingCity","MailingState","MailingZipCode","LandmarkAddress","LandmarkCity","LandmarkState","LandmarkZipCode","FranchiseChain","TollFree","Financing","GoogleCheckout","Invoice","LongLocalWebaddress","MenuLink","CouponLink","TwitterLink","LinkedInLink","FacebookLink","AlternateSocialLink","YouTubeVideoLink","LogoLink","Pinterest","Keywords","BusinessMobileNumber","CallTrackingNumber","ParkingOptions","ValidationOptions","ProfessionalAssociations","ATM","AlternativeBusinessName","AnchorHostBusiness","UnofficialLandmark","PriceRange","Reservations","BanquetMeetingRooms","RestaurantBarTypes","DressCode","ShuttleService","FreeInternet","InternetAccess","FoodCourt","ParkPermitRequired","EquipmentRentals","LodgingCampgrounds","LiveEntertainment","SmokingPreference","ZagatRating","GiftShop","PresenceofECommerce","GreenCompanyIndicator","SeasonalHours","CreditRating","Fortune_500_Flag","BusinessHours","Contact_First_Name","Contact_Last_Name","Contact_Title","Contact_Gender","VerificationFlag","DPBC","CRRT","EmployeeSizeRange","Ethnicity","Number_of_PCs","SalesVolume","SquareFootage"
"MR35513990","A7S0091070","701609","201509","","TUSCAN PIZZA COMPANY","","32","","HOLTON","ST","","","","WOBURN","MA","01801","5205","7812810257","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510164031128","I","195320","195010","195251","","","","58120300","58124500","","","","","7222111100","7221103700","7222110000","","","","16163600","16100500","","","","","","20100728","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","323","C001","","","","",""
"MR32370562","A7S0145295","533069","201509","","BLUE VASE MARKETING","","100","","CUMMINGS","CTR","","STE","354B","BEVERLY","MA","01915","6514","9789920505","P","","","","","BLUEVASELLC.COM","","9789227111","P","MIKE@BLUEVASELLC.COM;CAREERS@BLUEVASELLC.COM","3","","","","","","","","","","","","","","","","","CAREER DEVELOPMENT|CUSTOMER SERVICE TRAINING|SALES DEVELOPMENT","","","","ADVERTISING|SOFTWARE","ADS","","","","","","","","","","","","","","","","","","","","","","","","","","","143460ATTR:PUBLIC RELATIONS|143500ATTR:WEBSITE TECHNOLOGY|ADVERTISING","","2510182721354","I","143460","103871","","","","","87420300","87480000","","","","","5416130000","5416180000","","","","","11191700","11191923","","","","","","20100728","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","422","C047","","","","",""
"MR34275526","A840051376","533891","201509","","LAW OFFICES OF LOUIS L GAMBARDELLA","","600","W","CUMMINGS","PARK","","STE","3050","WOBURN","MA","01801","6556","7819380336","PU","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016339657","I","088400","","","","","","80930305","","","","","","6214100000","","","","","","18013400","","","","","","","20100804","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","503","C067","","","","",""
"MR35508329","A840051630","","201509","","GERIATRIC MEDICAL & SURGICAL SUPPLY  INC.","","28","","TORRICE","DR","","","","WOBURN","MA","01801","6220","6173875936","P","","","","","GERIATRICMEDICAL.COM","","6173891527","L","","","","","","","","","","1987","028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510179893003","A","118350","","","","","","50470000","","","","","","4234500000","","","","","","25210700","","","","","","6173891527","20100804","","","","14460","348000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","ARTHUR","SIEGAL","PRESIDENT","M","T","280","C038","A","","D","A","D"
"MR35470229","A840051810","533891","201509","","SEAVER CONSTRUCTION","","215","","LEXINGTON","ST","","","","WOBURN","MA","01801","5939","7819350130","P","","","","","SEAVERCONSTRUCTION.COM","","7819350048","P","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","041230ATTR:REMODELING|CONCRETE","","2510100906064","I","041230","","","","","","15210500","","","","","","2361150500","","","","","","13010000","","","","","","7819350048","20150930","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","SCOTT","SEAVER","PRESIDENT","M","V","158","C033","D","","","G",""
"MR35351671","A840051813","533891","201509","","JCW COUNTERTOPS","","3","","ABERJONA","DR","","","","WOBURN","MA","01801","2043","7819323454","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510164936825","I","184551","","","","","","73890000","","","","","","5614990000","","","","","","11181600","","","","","","","20100804","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","038","C026","","","","",""
"MR35657452","A840051849","533891","201509","","WOBURN HISTORICAL SOCIETY","","7","","MISHAWUM","RD","","","","WOBURN","MA","01801","2541","7819335002","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510163234893","I","115550","","","","","","86990501","","","","","","8134100801","","","","","","12042101","","","","","","","20100804","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","071","C040","","","","",""
"MR35606759","A840052122","533891","201509","","STEVNSON AND ASSOCIATES","","275","","MISHAWUM","RD","","STE","200","WOBURN","MA","01801","8804","7819329580","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3519589274640","I","083790","","","","","","87110500","","","","","","5413300500","","","","","","11101900","","","","","","","20100804","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GREGORY","RIDDER","OWNER","M","V","505","C040","","","","C",""
"MA05039567","A840052951","701632","201509","","GILES WINE & LIQUOR","","346","","CAMBRIDGE","RD","","","","WOBURN","MA","01801","6037","7819330932","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510181452542","I","137330","","","","","","59210000","","","","","","4453100000","","","","","","25080500","","","","","","","20100804","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SEAN","GALVIN","OWNER","M","V","464","C047","","","","D",""
"MR35656247","A840098156","533069","201509","","ITALIAN COMMUNITY","","304","","RANTOUL","ST","","","","BEVERLY","MA","01915","4328","9789275736","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015663109","I","099130","","","","","","58120201","","","","","","7221100202","","","","","","16010900","","","","","","","20100804","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KRISTEN","MITCHENER","MANAGER","F","V","043","C002","","","","A",""
"MA04896832","A840099953","533069","201509","","MY PRINT & COPY LLC","","100","","CUMMINGS","CTR","","STE","210D","BEVERLY","MA","01915","6104","9782323552","P","","","","","MYPRINTANDCOPY.NET|MYPRINTANDCOPY.COM","","","","ADAM@MYPRINTANDCOPY.COM|KKSALES@KWIKKOPY.COM","3","","AMV","","","","","","2007","008","","","PROMOTIONAL PRODUCTS","","","","","BLACK & WHITE COPYING|COLOR COPYING|COMMERCIAL SERVICES|DHL|DIGITAL COPYING|DIGITAL PRINTERS|DIGITAL SERVICES|DOCUMENT MANAGEMENT|FEDEX|FILE TRANSFERS|FILM SERVICES|IMAGING|LOGOS|SHIPPING & MAILING","BUSINESS SERVICES|DIGITAL PRINTING|ELECTRONIC SERVICES|FEDERAL EXPRESS|FILE CONVERSIONS|FORMS MANAGEMENT|IMAGE SETTING|POSTAL SERVICES|UNITED STATES POSTAL SERVICE","","","","","","","","","HIGH VOLUME","","","","","","","","","","","","ORDER ONLINE","","","","","","","","","","184140ATTR:LAMINATING|BUSINESS CARDS|COMMERCIAL PRINTING","","2510174287797","I","184140","","","","","","27590400","","","","","","3231190000","","","","","","20240116","","","","","","","20100804","","","","14460","668000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","ADAM","CHASE","OWNER","M","V","049","C047","B","","B","B","B"
"MR35436731","A8B0079208","701609","201509","","PINKHAM BUSNY LLP","","42","","PLEASANT","ST","","STE","1","WOBURN","MA","01801","6708","7819336840","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510181431406","I","021021","023060","","","","","81110000","81112600","","","","","5411100000","5411102600","","","","","11180200","22060136","23010136","11180236","","","","20101020","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","018","C051","","","","",""
"MR35517334","A8B0079377","533891","201509","","TERRAFUGI INC","","23","","RAININ","RD","","","","WOBURN","MA","01801","4627","7814910812","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510154506184","I","026720","","","","","","87481703","","","","","","5416901501","","","","","","11100600","","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","236","C059","","","","",""
"MR35427005","A8B0140607","033758","201509","","HETTICH CENTERFUGES","","100","","CUMMINGS","CTR","","","","BEVERLY","MA","01915","6115","9782323958","PL","","","","","HETTICH-CENTRIFUGES.US|HETTICH.US|HETTWEB.US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510183339543","","","","","","","","","","","","","","","","","","","","","","","","","","9782323958","20100811","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","993","C047","","","","",""
"MR35533658","A8B0140913","533069","201509","","ORAL TEK","","100","","CUMMINGS","CTR","","STE","235L","BEVERLY","MA","01915","6228","9789276725","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","DENTAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510163397783","I","130510","130490","","","","","80720000","80710400","87340000","","","","3391160000","5413800000","6215110500","","","","18051325","11232900","18051300","","","","","20100811","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","727","C047","","","","",""
"MR35472186","A8B0142171","533069","201509","","STUDIO 13","","13","","ENON","ST","","","","BEVERLY","MA","01915","1115","9789223069","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPAS & SALONS","","2510182750776","I","031680","113310","","","","","72310000","79910400","","","","","8121120000","7139400300","","","","","22080200","22040105","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","SINGLEPAGE.COM/STUDIO-13/MENU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","132","C019","","","","",""
"MR35656220","A8B0143979","533069","201509","ROTO-ROOTER PLUMBING","ROTO-ROOTER","ROTO-ROOTER GROUP  INC.","1","","MARGIN","ST","","","","BEVERLY","MA","01915","","9789271259","P","","","Y","","ROTOROOTER.COM","","","","","3","","ADMV","E","","S","S","","1935","080","","AND AWAY GO TROUBLES DOWN THE DRAIN","BACKHOES|BOILERS|DRAIN TILE|DRAINAGE SYSTEMS|DRAINS|FAUCETS|FIBER OPTIC VIDEO CAMERAS|HEAT PUMPS|HEATERS|WATER MAINS|WELL PUMPS","HOT WATER HEATERS|INFILTRATION SYSTEMS|TUBINGS","NEWPORT|ROTO-ROOTER","","","","BUSINESS|CHEMICAL TOILETS|CLOGGED DRAINS|DOMESTIC|DRAIN OPENING|FABRICATION|FIXING|GREASE INTERCEPTOR CLEANING|HIGH WATER PRESSURE|HOMES|HYDRO FLUSHING|HYDRO JETTING|MAIN LINES","","","BACK FLOW|BACKFLOW DEVICES|DISH WASHERS|DISPOSALS|ELECTRICAL EQUIPMENT|FLOODING|FROZEN PIPES|GREASE & SLUDGE|GREASE TRAPS|GUTTERS & DOWNSPOUTS|KITCHENS|LEAD PIPES|LEAKS|MOLD & MILDEW|NO HOT WATER|ODOR","BLOCKAGES|BROKEN LINES|CLOGS|COMMODES|FREEZE UPS|IRON IN WATER|LAUNDRIES|LAVATORIES|PLUGS|SEWAGE|STOOLS|WASHING MACHINES","","","ELECTRIC|GAS","","GUARANTEES","","","","","","","","","","24-HOUR SERVICE|EMERGENCY SERVICE|HOLIDAYS|SAME-DAY SERVICE|WEEKENDS","","","","PLUMBERS","","","","BETTER BUSINESS BUREAU","BBB","CERTIFIED|INSURED|LICENSED|REGISTERED MASTER PLUMBERS","CERTIFICATION|REGISTERED","179860ATTR:WATER HEATERS|209980ATTR:DRAIN CLEANING|PLUMBING CONTRACTORS|SEWER & DRAIN CLEANING SERVICE & REPAIR","","3517023522679","S","179860","209980","","","","","17111000","76991425","","","","","2382200900","5629910200","","","","","13011207","","","","","","","20100811","","","01800","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOP;SU-SA;00:00-24:00","","","","","V","","C002","","","","",""
"MR35554486","A8B0145414","703548","201509","","AMERICAN LAZER","","25","","COX","CT","","","","BEVERLY","MA","01915","4809","9789229003","P","","","","","AMERICANLAZER.NET","","9789212772","L","","3","","","","","","","","1993","022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015661656","I","184140","","","","","","27590400","","","","","","3231190000","","","","","","20240116","","","","","","9789212772","20100811","","","","14460","1103000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","CARLETON","EKBORG","OWNER","M","V","256","C001","B","","","C","C"
"MR35533657","A8B0146035","533069","201509","","MEDICAL BILLING SOLUTIONS","","100","","CUMMINGS","CTR","","STE","224C","BEVERLY","MA","01915","6113","9789984096","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","ACCOUNTING|BILLING|BOOKKEEPING SERVICES","INVOICING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510182727183","S","034010","145870","","","","","73890707","87210100","","","","","5614990601","5412190100","","","","","15011500","15016300","","","","","","20100921","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","436","C047","","","","",""
"MR35515816","A8I0352757","701609","201509","","NORTHEAST CUSTOM CYCLES LLC","","71","","MAIN","ST","","","","WOBURN","MA","01801","5617","7814910173","P","","","","","NORTHEASTCUSTOMCYCLES.COM","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153280ATTR:MOTORCYCLES|REPAIR","","2510151484596","I","153280","","","","","","55710000","76991205","","","","","4412210000","8112190902","","","","","21022304","","","","","","","20100818","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","MATTHEW","CRONES","OWNER","M","V","713","C054","A","","","A",""
"MA04657375","A8I0355688","533891","201509","","INDUSTRIAL EQUIPMENT SUPPLY","","35","","INDUSTRIAL","PKWY","","STE","I","WOBURN","MA","01801","1914","7819333300","P","","","Y","","IESHOSE.COM","","","","","3","","","","","","","","2007","008","","","COUPLINGS|FITTINGS|HOSES|INDUSTRIAL EQUIPMENT","","","","","INDUSTRIAL SERVICES","","","","INDUSTRIAL EQUIPMENT","","","","","","","","","","","","MANUFACTURER","","","","","","","","","","","","","","","","","","2510082255451","I","118140","","","","","","52510404","","","","","","4441300704","","","","","","25450100","","","","","","","20100818","","","","14460","1000000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","JOHN","TEECE","MANAGER","M","V","816","C022","C","","","C",""
"MA04498638","A8I0357162","533891","201509","","OM SHREE CONVENIENCE INC","7-ELEVEN  INC.","510","","MAIN","ST","","","","WOBURN","MA","01801","4238","7819323286","P","","","","","7-ELEVEN.COM","","","","","3","","","","","","","","","","","","BEVERAGES|CANDY|CIGARETTES|DOUGHNUTS|FROZEN FOODS|HOT DOGS|ICE CREAM|LOTTERY|MAGAZINES & NEWSPAPERS|NOVELTIES / SUNDRIES|PASTRIES|SANDWICHES|SNACKS|TOBACCO PRODUCTS","DONUTS|DRINKS","","","","MONEY ORDERS","MONEY TRANSFERS","","","","","","","","","","","ATM","AUTOMATED TELLER MACHINE|CASH MACHINE","","","","","","","24-HOUR SERVICE","","","","","","","","","","","","SUPERMARKETS","GROCERY STORE","2510165510252","I","225520","","","","","","54110100","","","","","","4451100000","","","","","","25080200","","","","","","","20100818","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","102","C029","","","","",""
"MR35525554","A8I0359284","701609","201509","","BEYONG HEALTHCARE AGENCY","","10","","TOWER OFFICE","PARK","","STE","520","WOBURN","MA","01801","2120","7819321166","P","","","","","BEYONDHEALTHCAREAGENCY.COM","","","","","3","","","","","","","","2008","007","","","","","","","","CONSULTATIONS|HEALTHCARE|HOSPITAL CARE","COUNSELING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116310ATTR:TRANSPORTATION|HOME HEALTH AGENCIES & SERVICES","","2510167706934","I","116310","","","","","","80820000","","","","","","6216100000","","","","","","18050300","","","","","","","20101020","","","","14460","185000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","NAOMI","OSAGEDE","OWNER","F","V","456","C039","A","","B","A","B"
"MA04894585","A8I0512890","533069","201509","","SBA INC","","900","","CUMMINGS","CTR","","STE","204U","BEVERLY","MA","01915","6121","9789212779","P","","","","","","","","","","3","","","","","","","","","","","","CELLULAR PHONES|TELEPHONES","MOBILE PHONES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016342228","I","049411","049400","","","","","48120400","59990602","","","","","5172100600","4431120802","","","","","11030300","25190200","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KURT","BAGWELL","","M","V","815","C046","","","","D",""
"MR35656268","A8I0513909","533069","201509","","ELECTROTEK CONCEPTS INC","","900","","CUMMINGS","CTR","","STE","408U","BEVERLY","MA","01915","6177","9789278755","P","","","Y","","ELECTROTEK.COM","","","","PQMON@ELECTROTEK.COM;INFO@ELECTROTEK.COM;PQSOFT@ELECTROTEK.COM","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","059810ATTR:SOFTWARE","","2510140446056","I","070530","078880","059810","","","","73719902","49110000","57340000","","","","5415110501","2211220000","4431200000","","","","11041301","12060300","25040000","","","","","20101013","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","210","C046","","","","",""
"MR17536869","A8I0514826","533069","201509","","BEVERLY DRIVING SCHOOL","","283","","CABOT","ST","","STE","2","BEVERLY","MA","01915","4545","9789272900","P","","","Y","","BEVERLYDRIVINGSCHOOL.COM","","","","","3","","DHJMV","","","","","","","","","","","","","","","BEHIND THE WHEEL|SCHOOLS","DRIVING","","","","","DRIVERS EDUCATION","DRIVER IMPROVEMENT|DRIVING SCHOOLS","","","","","","","","","","","","","","","","","","","","","","","","","203510ATTR:ADULT LESSONS","","2510148977746","I","203510","","","","","","82992300","","","","","","6116920100","","","","","","14010100","","","","","","","20100818","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JOHN","BORSETTI","OWNER","M","V","024","C028","","","","A",""
"MA04892937","A8I0515269","533069","201508","","ENZYMATICS","","100","","CUMMINGS","CTR","","STE","335A","BEVERLY","MA","01915","6123","9789277027","P","","","Y","","ENZYMATICS.COM","","","","SALES@ENZYMATICS.COM;COLLABORATIONS@ENZYMATICS.COM;BENOIT@ENZYMATICS.COM;CAREERS@ENZYMATICS.COM","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510152172019","I","083190","059810","","","","","87119905","57340000","","","","","5413301704","4431200000","","","","","11124807","25040000","","","","","","20100818","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","516","C047","","","","",""
"MR35657415","A8I0516196","704134","201509","CHILI'S GRILL & BAR","CHILI'S","BRINKER INTERNATIONAL  INC.","269","","MAIN","ST","","","","WOBURN","MA","01801","5003","9786570793","P","","","Y","","CHILIS.COM","","","","","3","","MV","","","","","","1990","025","","PEPPER IN SOME FUN","ANGUS|APPETIZERS|BAKED GOODS & DESSERTS|BURGERS|CAKES|CHICKEN|CHILI|CHOCOLATE|COFFEE|EGG ROLLS|ENTREES|FRUITS|ICE CREAM|ICED TEA|JUICE|MASHED POTATOES|MEATS|MILKSHAKES & MALTS|MOZZARELLA STICKS|NACHOS","CHEESE STICKS|ENSALADA|FINGER FOODS|HORS D'OEUVRES|INSALATA|JAVA|MAIN COURSES|PARTY PLATTERS|PASTRIES|POLLO|SNACKS|SPRING ROLLS|STARTERS","","","","DINNER|LUNCH|NUTRITIONAL INFORMATION PROVIDED","LUNCHEON|SUPPER","","","AMERICAN","AMERICAN FOOD|AMERICAN RESTAURANT","","","MEXICAN","MEXICAN FOOD|MEXICAN RESTAURANT","","","CASUAL DINING|LOUNGE","","","","","","","","RESERVATIONS ACCEPTED","CALL AHEAD","","","","","","","","","","","195251ATTR:BAR|BAR & GRILL|FAMILY RESTAURANT|RESTAURANT","CANTINA|PUB|SALOON|TAVERN","3517288180822","S","195251","","","","","","58120000","","","","","","7221100000","7222110000","","","","","16000000","","","","","","","20100818","","","00626","14460","","","","","","","","","","","","","","","","SINGLEPAGE.COM/CHILIS-1364/MENU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOP;M-SA","","","","","V","697","C012","","","","",""
"MR35656244","A8I0516646","533069","201509","","HAWAII NAILS & SPA","","3","","DODGE","ST","","","","BEVERLY","MA","01915","1703","9789218900","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510175891226","S","155540","","","","","","72310114","","","","","","8121130101","","","","","","22080202","22080900","","","","","","20100818","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","030","C017","","","","A",""
"MA04951584","A8I0517434","533069","201509","","FRONTIER CONSTRUCTION","","198","","COMMON","LN","","","","BEVERLY","MA","01915","","9789222900","P","","","Y","","FRONTIERCONSTRUCTIONCO.COM|frontiercc.com|frontierconstructionco.com","","","","","2","","","E","","","","","","","","","FULLY INSURED","","CERTAIN TEED","","","RESIDNTIAL|ASPHALT|SHINGLE|SLATE|WOOD SHINGLE|COPPER|CHIMNEY REPAIRS|GUTTERS|CARPENTRY|REMODELING|SNOW & ICE DAM REMOVAL|BBB|SPECIZING ARCHITECTURAL ROOFS","","","","","","","","","","","","","","","","","","","","","","","","","","LICENSED & INSURED","","","","BBB","","CERTIFIED EPDM RUBBER ROOF APPLICATOR|COMEMRICALINDUSTRIAL|FOR OVER 30 YEARS|FULLY|LOCALLY OWNED & OPERATED FOR 40 YEARS|PROFECT YORU HOME WITH QUALITY ROOFING BY|PROTECT YOUR HOME WITH QUALITY ROOFING BY|PREVENTION & REMOVAL OF STREAKING & DISCOLORATION CAUSED BY AIRBORNE ALGAE|SERVING THE NORTH SHORE|SPECIALIZING|IN","","2510015660793","S","041230","164970","269698","","","","15210500","17210100","17610305","17610306","","","2361150500","2383200100","2381600205","2381600206","","","13010500","11100717","13012600","","","","","20100818","","SERVING THE NORTH SHORE","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","","C000","","","","",""
"MF13590249","A8I0518649","533069","201509","","DIRECT POWER MARKETING","","100","","CUMMINGS","CTR","","STE","457J","BEVERLY","MA","01915","6132","9787124980","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510183417454","I","143460","103871","","","","","87420300","87480000","","","","","5416130000","5416180000","","","","","11191700","11191923","","","","","","20100818","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","705","C047","","","","",""
"MA06450286","A8I0519264","533069","201509","","SCIALDONE RICK PAINTING","","33","","ASHTON","ST","","","","BEVERLY","MA","01915","4013","9789211441","PU","","","Y","","","","","","","3","","","E","","","","","","","","","RESIDENTIAL|FULLY INSURED|PAINTING|INTERIOR EXTERIOR|WALLPAPER","","RESIDENTIAL","","","RESIDENTIAL|FULLY INSURED|PAINTING|INTERIOR EXTERIOR|MINOR CARPENTRY|WALLPAPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FULLY INSURED","","YOUR HOMES IS MY SHOWCASE|QUALITY EXPERINCD PAINTERS|RESIDENTIAL|248520ATTR:RESIDENTIAL","","2510168347682","I","164970","248520","","","","","17210100","17210403","","","","","2383200100","2383200403","","","","","13010500","13012700","","","","","","20100818","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","330","C024","","","","",""
